경기도 가평군 가평읍,5,1,9,192,5,1,0,3,0,1,0,0,5,1,1,5,0,0,8
경기도 가평군 북면,0,0,1,22,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
경기도 가평군 상면,0,0,0,43,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
경기도 가평군 설악면,1,0,3,84,2,0,0,4,0,2,1,0,2,1,2,0,0,0,3
경기도 가평군 조종면,1,0,3,90,1,0,0,1,0,1,1,0,4,1,1,1,0,0,4
경기도 가평군 청평면,2,0,6,126,8,0,0,3,0,1,2,0,3,1,1,3,0,0,3
경기도 가평군 하면,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 경기도 용인시,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 경기도 화성시,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시 일산서경기도,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시덕양구 ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시덕양구 강매동,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시덕양구 고양동,2,6,15,102,1,0,0,2,0,1,0,0,6,0,1,2,12,0,7
경기도 고양시덕양구 관산동,2,1,9,56,0,0,0,1,0,1,0,0,4,0,1,0,0,0,4
경기도 고양시덕양구 내곡동,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시덕양구 내유동,1,2,3,41,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1
경기도 고양시덕양구 대자동,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시덕양구 대장동,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시덕양구 덕은동,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시덕양구 도내동,2,3,7,38,0,0,0,2,0,1,0,0,3,0,1,0,0,0,8
경기도 고양시덕양구 동산동,1,1,2,55,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2
경기도 고양시덕양구 벽제동,0,1,0,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
경기도 고양시덕양구 삼송동,4,1,12,103,1,0,0,0,0,1,0,0,5,1,1,0,0,0,5
경기도 고양시덕양구 선유동,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시덕양구 성사동,2,5,20,139,1,0,0,2,0,1,1,0,14,0,1,3,16,0,14
경기도 고양시덕양구 신도동,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시덕양구 신원동,2,3,6,74,0,0,0,1,0,0,1,0,4,1,1,0,0,0,5
경기도 고양시덕양구 신평동,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시덕양구 오금동,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시덕양구 용두동,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시덕양구 원당동,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시덕양구 원흥동,1,2,1,52,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
경기도 고양시덕양구 주교동,1,2,9,143,3,0,0,1,0,0,1,0,6,0,1,3,0,0,5
경기도 고양시덕양구 지축동,0,1,0,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
경기도 고양시덕양구 토당동,3,2,12,213,0,0,0,2,0,1,0,0,7,0,1,0,15,0,8
경기도 고양시덕양구 행신동,8,10,51,388,0,0,0,10,0,4,2,0,23,2,5,10,61,0,30
경기도 고양시덕양구 행주내동,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
경기도 고양시덕양구 행주동,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시덕양구 행주외동,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시덕양구 향동동,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시덕양구 현천동,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시덕양구 화전동,1,1,1,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
경기도 고양시덕양구 화정1동,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
경기도 고양시덕양구 화정2동,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
경기도 고양시덕양구 화정동,7,7,56,281,1,0,0,6,0,2,2,1,29,2,4,2,57,1,26
경기도 고양시덕양구 효자동,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시일산동구 ,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
경기도 고양시일산동구 고봉로,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시일산동구 마두1동,0,0,11,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,8
경기도 고양시일산동구 마두2동,0,0,14,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,3
경기도 고양시일산동구 마두동,6,9,10,156,4,0,0,4,0,2,1,0,9,2,3,2,40,1,11
경기도 고양시일산동구 문봉동,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시일산동구 백석1동,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
경기도 고양시일산동구 백석2동,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
경기도 고양시일산동구 백석동,5,7,11,206,9,0,0,3,0,2,4,1,8,1,1,3,25,0,12
경기도 고양시일산동구 사리현동,0,0,1,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시일산동구 산황동,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시일산동구 설문동,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시일산동구 성석동,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시일산동구 식사동,5,4,5,174,4,0,0,3,1,2,0,0,3,1,1,0,0,0,4
경기도 고양시일산동구 일산동,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
경기도 고양시일산동구 장항1동,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
경기도 고양시일산동구 장항2동,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2
경기도 고양시일산동구 장항동,10,17,48,235,4,0,0,1,0,0,2,0,13,0,0,9,48,4,25
경기도 고양시일산동구 정발산동,7,1,7,159,4,0,0,2,0,1,0,0,8,0,1,0,0,0,6
경기도 고양시일산동구 중산동,3,3,13,186,6,0,0,5,0,2,3,0,4,0,2,4,0,0,10
경기도 고양시일산동구 지영동,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시일산동구 풍동,2,4,17,91,1,0,0,3,0,2,0,0,6,1,2,3,12,0,8
경기도 고양시일산동구 풍산동,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시일산서구 ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
경기도 고양시일산서구 가좌동,2,2,4,51,3,0,0,2,0,1,0,0,3,0,1,0,8,0,3
경기도 고양시일산서구 고양대로632번길,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
경기도 고양시일산서구 구산동,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시일산서구 대화동,7,9,27,305,19,0,0,5,1,3,1,1,13,1,3,3,23,0,15
경기도 고양시일산서구 덕이동,2,3,6,110,6,0,0,3,0,3,2,0,2,1,1,0,4,0,3
경기도 고양시일산서구 법곳동,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시일산서구 일산1동,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
경기도 고양시일산서구 일산2동,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도 고양시일산서구 일산3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 고양시일산서구 일산3동,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
경기도 고양시일산서구 일산동,8,11,33,244,14,0,1,4,0,2,0,0,15,1,3,4,18,2,17
경기도 고양시일산서구 주엽1동,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
경기도 고양시일산서구 주엽2동,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
경기도 고양시일산서구 주엽동,7,9,60,135,7,0,0,6,0,2,2,0,33,1,3,0,32,4,28
경기도 고양시일산서구 탄현동,5,8,23,169,8,1,0,4,0,1,0,0,10,0,2,6,0,0,14
경기도 고양시일산서구 풍산동,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 과천시 갈현동,0,0,0,30,0,0,0,0,0,1,0,0,0,1,0,3,4,0,0
경기도 과천시 과천동,1,0,1,103,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
경기도 과천시 관문동,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
경기도 과천시 막계동,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
경기도 과천시 문원동,0,0,1,113,1,2,0,0,0,0,0,0,0,1,0,16,0,0,0
경기도 과천시 별양동,1,1,23,90,3,0,0,2,0,1,0,0,6,1,1,25,10,0,10
경기도 과천시 부림동,0,2,1,54,1,0,0,1,0,0,0,0,1,0,0,10,0,0,2
경기도 과천시 원문동,1,0,4,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2
경기도 과천시 주암동,4,0,0,63,2,0,0,0,0,0,0,0,1,0,0,10,0,0,0
경기도 과천시 중앙동,0,0,5,65,0,0,0,1,0,2,0,0,2,0,1,16,10,0,3
경기도 과천시과천동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
경기도 광명시 가학동,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
경기도 광명시 광명1동,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
경기도 광명시 광명2동,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
경기도 광명시 광명3동,0,0,17,10,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2
경기도 광명시 광명4동,0,0,17,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,10
경기도 광명시 광명5동,0,0,2,18,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
경기도 광명시 광명6동,0,0,1,19,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
경기도 광명시 광명7동,0,0,4,22,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2
경기도 광명시 광명동,4,9,25,0,9,1,1,5,0,3,1,1,6,1,2,2,69,4,14
경기도 광명시 노온사동,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
경기도 광명시 소하1동,0,0,12,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7
경기도 광명시 소하2동,0,0,5,23,0,0,0,0,0,0,0,0,4,0,0,1,0,0,4
경기도 광명시 소하동,7,6,11,0,10,0,0,4,0,5,1,0,5,1,3,4,6,1,9
경기도 광명시 일직동,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 광명시 철산1동,0,0,2,9,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3
경기도 광명시 철산2동,0,0,2,30,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3
경기도 광명시 철산3동,0,0,24,24,0,0,0,0,0,0,0,0,9,0,0,0,0,0,15
경기도 광명시 철산4동,0,0,2,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
경기도 광명시 철산동,4,4,22,0,5,0,0,6,1,2,0,0,5,1,3,7,22,0,13
경기도 광명시 하안1동,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
경기도 광명시 하안2동,0,0,8,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
경기도 광명시 하안3동,0,0,11,18,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3
경기도 광명시 하안4동,0,0,7,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3
경기도 광명시 하안동,3,5,9,0,7,0,0,7,0,1,0,0,4,1,3,5,10,0,4
경기도 광명시 학온동,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 광주시 경안1동,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 광주시 경안동,3,8,19,104,10,0,0,2,1,0,2,0,9,2,1,7,18,2,12
경기도 광주시 곤지암읍,4,5,13,117,17,0,1,3,0,1,0,0,5,1,1,4,0,0,7
경기도 광주시 남종면,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
경기도 광주시 남한산성면,0,0,0,51,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0
경기도 광주시 도척면,0,0,1,60,7,1,0,2,0,0,0,0,1,0,1,1,0,0,1
경기도 광주시 목동,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 광주시 목현동,0,0,0,18,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0
경기도 광주시 삼동,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 광주시 송정동,3,0,1,53,9,0,0,0,0,3,0,0,2,0,1,8,0,1,2
경기도 광주시 쌍령동,1,1,0,30,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0
경기도 광주시 역동,3,2,13,68,5,0,0,0,0,1,0,0,3,0,0,2,5,1,5
경기도 광주시 오포읍,5,9,20,196,44,0,0,4,0,0,0,2,12,1,0,3,22,1,18
경기도 광주시 장지동,0,1,2,35,7,0,0,0,0,1,0,0,2,0,1,1,0,0,2
경기도 광주시 중대동,1,0,1,30,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1
경기도 광주시 직동,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 광주시 초월읍,2,2,8,125,24,0,0,4,0,1,1,0,5,1,1,2,0,0,6
경기도 광주시 탄벌동,0,2,3,45,5,0,1,2,0,0,0,1,4,0,1,2,4,0,3
경기도 광주시 태전동,1,2,5,37,7,0,0,1,0,0,0,1,3,0,1,2,0,0,2
경기도 광주시 퇴촌면,1,4,4,54,3,0,0,1,0,0,0,0,5,0,1,2,2,0,3
경기도 광주시 회덕동,0,0,1,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
경기도 구리시 갈매동,2,2,10,5,7,0,0,0,0,0,0,0,2,0,0,0,0,0,7
경기도 구리시 교문1동,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
경기도 구리시 교문동,3,1,8,206,12,0,0,4,0,1,2,0,3,1,2,2,17,1,6
경기도 구리시 사노동,1,0,0,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
경기도 구리시 수택1동,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
경기도 구리시 수택2동,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
경기도 구리시 수택3동,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
경기도 구리시 수택동,7,10,48,465,16,1,0,2,0,2,2,0,17,0,1,10,64,1,36
경기도 구리시 아천동,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도 구리시 인창동,5,4,55,245,16,0,0,5,0,1,4,3,25,1,2,4,44,3,32
경기도 구리시 토평동,4,0,6,99,6,0,0,2,0,2,0,1,2,1,2,1,0,1,2
경기도 군포시 곡란중,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
경기도 군포시 광정동,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
경기도 군포시 군포1동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
경기도 군포시 군포2동,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
경기도 군포시 궁내동,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
경기도 군포시 금정동,1,3,9,0,7,1,0,4,0,2,0,0,7,0,2,6,30,1,10
경기도 군포시 금정역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
경기도 군포시 당동,4,4,23,0,7,0,1,4,1,1,1,0,10,1,3,12,35,0,9
경기도 군포시 당정동,0,2,3,0,4,0,0,1,0,0,0,0,3,0,1,12,0,0,5
경기도 군포시 대야미동,0,0,1,0,3,0,0,1,0,0,0,0,1,1,0,6,0,0,2
경기도 군포시 부곡동,0,0,5,0,1,0,0,1,0,0,0,2,3,1,1,1,0,0,3
경기도 군포시 산본1동,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
경기도 군포시 산본2동,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
경기도 군포시 산본동,12,13,72,0,14,0,0,13,1,4,0,1,31,3,5,16,78,6,48
경기도 군포시 수리동,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
경기도 군포시 재궁동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
경기도 김포시 감정동,3,2,13,121,1,0,0,1,0,0,1,0,3,0,1,0,4,0,6
경기도 김포시 걸포동,0,0,0,49,4,0,0,0,1,0,0,0,1,0,0,0,5,0,1
경기도 김포시 걸포로,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 김포시 고촌읍,2,1,8,244,9,0,0,3,0,0,0,0,5,0,2,9,4,0,7
경기도 김포시 구래동,4,2,24,150,12,0,0,3,0,0,0,1,4,0,1,0,0,1,12
경기도 김포시 김포1동,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 김포시 대곶면,0,1,2,131,20,0,0,4,0,0,0,0,3,0,1,2,0,0,4
경기도 김포시 마산동,0,1,3,112,6,0,0,1,0,1,0,1,0,0,1,0,0,0,1
경기도 김포시 북변동,2,6,11,165,4,0,0,3,0,1,0,0,7,1,2,5,15,0,5
경기도 김포시 사우동,4,4,21,176,9,0,0,1,0,2,3,0,14,1,1,15,21,2,13
경기도 김포시 양도로,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 김포시 양촌면,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 김포시 양촌읍,3,3,9,303,25,0,0,3,0,1,1,0,5,1,2,0,0,1,8
경기도 김포시 운양동,2,3,11,168,5,0,0,3,0,2,0,1,4,0,0,0,8,0,7
경기도 김포시 월곶면,0,1,0,88,9,0,0,2,0,1,1,0,1,0,1,1,0,0,1
경기도 김포시 장기동,9,12,45,431,29,1,0,5,1,0,1,0,19,0,4,7,8,0,27
경기도 김포시 통진읍,2,1,12,215,15,0,0,5,0,2,0,0,5,1,2,1,4,0,8
경기도 김포시 풍무동,4,3,17,147,7,0,0,4,0,1,0,0,10,0,2,0,4,0,12
경기도 김포시 하성면,0,2,3,67,9,0,0,2,0,1,0,0,2,0,1,2,0,0,3
경기도 남양주시 가운동,0,0,5,7,3,0,0,0,0,0,0,0,2,0,0,3,2,0,3
경기도 남양주시 경기도,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 남양주시 금곡동,2,5,11,28,3,1,0,0,0,0,1,0,5,0,0,8,12,0,6
경기도 남양주시 녹촌리,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 남양주시 도농동,5,6,14,36,1,0,0,0,0,0,0,0,9,1,0,3,28,0,16
경기도 남양주시 별내동,5,3,25,219,16,0,0,0,0,0,1,4,8,0,0,10,0,0,20
경기도 남양주시 별내면,1,2,7,42,4,0,0,1,0,1,0,0,4,1,1,8,0,0,6
경기도 남양주시 비룡로,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 남양주시 삼패동,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 남양주시 수동면,0,1,1,39,3,0,2,3,0,0,0,0,2,0,1,0,0,0,2
경기도 남양주시 수석동,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 남양주시 양정동,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 남양주시 오남읍,3,2,19,73,10,0,0,4,2,1,1,0,7,1,3,0,6,0,12
경기도 남양주시 와부읍,6,9,35,126,6,0,0,6,0,2,0,0,17,1,3,8,40,1,20
경기도 남양주시 이패동,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
경기도 남양주시 일패동,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
경기도 남양주시 조안면,0,0,0,30,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0
경기도 남양주시 지금동,1,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도 남양주시 진건읍,0,5,7,66,7,0,0,3,0,1,1,0,4,0,1,4,18,1,4
경기도 남양주시 진접읍,6,16,41,206,28,0,0,8,1,2,3,3,15,2,5,12,19,1,23
경기도 남양주시 퇴계원면,2,4,15,74,11,0,0,2,0,1,0,0,5,1,0,5,10,1,8
경기도 남양주시 평내동,2,4,19,38,7,0,0,0,0,0,3,1,8,1,0,5,12,2,8
경기도 남양주시 호평동,3,7,28,59,6,0,0,0,0,0,1,1,13,0,0,3,30,0,16
경기도 남양주시 화도읍,8,6,39,203,31,0,0,12,0,3,1,0,18,1,5,11,40,0,21
경기도 동두천시 광암동,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
경기도 동두천시 동두천동,0,0,0,110,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0
경기도 동두천시 보산동,1,0,0,96,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0
경기도 동두천시 불현동,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 동두천시 상봉암동,0,0,0,37,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
경기도 동두천시 상패동,0,0,0,128,3,1,1,0,0,0,0,0,0,1,0,4,0,0,0
경기도 동두천시 생연1동,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 동두천시 생연2동,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도 동두천시 생연동,5,3,19,456,16,0,0,4,0,3,1,0,5,0,4,44,12,0,7
경기도 동두천시 송내동,1,0,0,83,1,0,0,1,0,0,0,1,0,0,1,4,6,0,0
경기도 동두천시 안흥동,0,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
경기도 동두천시 중앙동,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 동두천시 지행동,3,2,12,283,15,0,0,3,0,2,0,0,4,1,0,4,10,0,11
경기도 동두천시 탑동,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 동두천시 탑동동,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
경기도 동두천시 하봉암동,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 부천시 고강1동,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 부천시 고강동,2,11,17,0,20,0,0,3,0,1,0,0,9,0,1,5,0,0,9
경기도 부천시 고강본동,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
경기도 부천시 괴안동,2,10,26,0,10,0,0,3,0,0,0,0,12,0,2,2,0,0,14
경기도 부천시 길주로,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
경기도 부천시 내동,0,0,3,0,3,0,0,0,0,0,1,0,1,0,1,2,0,0,5
경기도 부천시 대장동,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
경기도 부천시 도당동,1,3,4,0,6,0,0,2,0,2,1,0,5,1,2,5,0,0,4
경기도 부천시 범박동,1,2,7,0,1,0,0,2,0,2,0,0,2,0,1,0,0,0,5
경기도 부천시 삼정동,1,1,7,0,4,0,0,1,0,0,0,0,2,0,0,3,0,0,6
경기도 부천시 상1동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
경기도 부천시 상2동,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
경기도 부천시 상3동,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1
경기도 부천시 상동,14,21,74,0,19,0,0,9,0,6,3,2,34,3,5,13,0,2,37
경기도 부천시 성곡동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
경기도 부천시 소사동,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,0
경기도 부천시 소사본1동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
경기도 부천시 소사본3동,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
